,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Function,Pathways
b1798,1476.39722537708,2.8727507429395,0.365044250254748,5.130202000531691,2.894314184399e-07,6.047910681150421e-06,leuE,leucine exporter,
b2558,759.031935279769,2.86965885849213,0.362872052518183,5.15239144353352,2.5718549759631703e-07,5.52765115905228e-06,mltF,membrane-bound lytic murein transglycosylase F,
b3320,124878.865020705,2.84296291366669,0.552628009307347,3.33490681367495,0.000853279882923175,0.00620173712008655,rplC,50S ribosomal subunit protein L3,eco03010  Ribosome
b1253,688.637931196757,2.8410493136586,0.256255687693976,7.184423222860151,6.749149557027309e-13,6.55102936035328e-11,yciA,acyl-CoA thioesterase,eco01040  Biosynthesis of unsaturated fatty acids
b0820,6446.5557587002795,2.8390458349799705,0.469888983108515,3.91378793947009,9.08594374319185e-05,0.0008762693821559059,ybiT,ABC transporter ATP-binding protein YbiT,
b2582,1532.50801077596,2.8343258697451494,0.42624099639757296,4.30349470193665,1.6812487032677403e-05,0.000215271376516282,trxC,reduced thioredoxin 2,
b2937,3553.8502767423297,2.8289826599157597,0.44297125267329707,4.128896963127951,3.6450769361002795e-05,0.000415455928057794,speB,agmatinase,"eco00330  Arginine and proline metabolism, eco01100  Metabolic pathways"
b0954,2830.9723845567796,2.81876119166452,0.597541739673175,3.04373915813695,0.00233657636858179,0.0141749159134327,fabA,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,"eco00061  Fatty acid biosynthesis, eco01100  Metabolic pathways, eco01212  Fatty acid metabolism"
b2187,1716.6074759591102,2.8164270714038597,0.32432012034374896,5.60072273492812,2.13459932150637e-08,6.17597053693524e-07,yejL,DUF1414 domain-containing protein YejL,
b3298,65994.3131335278,2.8106886674635296,0.34183229495182105,5.29700877946227,1.17715037632514e-07,2.83363638588989e-06,rpsM,30S ribosomal subunit protein S13,eco03010  Ribosome
b3492,1537.46441228733,2.8092079959001897,0.445489127751119,4.06117205381259,4.8826969988363105e-05,0.000526596246218582,yhiN,putative oxidoreductase YhiN,
b1528,966.1382466442999,2.8079363261991297,0.502740581585499,3.59616150440336,0.00032294734126197205,0.00261926832845626,ydeA,L-arabinose exporter,
b0967,2903.06089896549,2.79962057824561,0.421183019656134,4.27277571568501,1.93054616084079e-05,0.00024204222491541402,rlmI,23S rRNA m(5)C1962 methyltransferase,
b2297,14216.6531238327,2.7975162000026397,0.36041214502018,4.98739075483153,6.120020486354399e-07,1.14065888856739e-05,pta,phosphate acetyltransferase,"eco00430  Taurine and hypotaurine metabolism, eco00620  Pyruvate metabolism, eco00640  Propanoate metabolism, eco00680  Methane metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco01200  Carbon metabolism"
b0635,2822.53561223567,2.79430630196391,0.455996898185469,3.93490900728475,8.322822205579301e-05,0.000815745016826975,mrdA,peptidoglycan DD-transpeptidase MrdA,"eco00550  Peptidoglycan biosynthesis, eco01501  beta-Lactam resistance"
b3340,225642.58567173601,2.7878192812804596,0.41986678838330105,4.2580631065497405,2.06205744962937e-05,0.000255015221948052,fusA,elongation factor G,
b1269,2785.88079485324,2.7825679514901602,0.5105044680040479,3.4917773755430197,0.000479817984394814,0.0037019802949846,rluB,23S rRNA pseudouridine(2605) synthase,
b2576,5608.43709661394,2.77748791386567,0.511295277643075,3.47644109302042,0.00050811583737252,0.0038805090219642398,srmB,ATP-dependent RNA helicase SrmB,
b1660,964.131711471483,2.7672122161963904,0.49431420106525,3.5750787907530097,0.00035012243881054104,0.00279447856334461,ydhC,putative transporter YdhC,
b0433,920.983436652003,2.76463271694163,0.36670780802131,4.81209474775919,1.4935651186281601e-06,2.48294886295697e-05,ampG,muropeptide:H(+) symporter,eco01501  beta-Lactam resistance
b3294,9339.647164900842,2.7536681448972304,0.41190785737464897,4.2574282415355595,2.0679200450423604e-05,0.000255015221948052,rplQ,50S ribosomal subunit protein L17,eco03010  Ribosome
b3306,73796.3983468641,2.72509606487096,0.535193132282795,3.22331502557366,0.00126716110073299,0.00852995022842411,rpsH,30S ribosomal subunit protein S8,eco03010  Ribosome
b3297,84316.0100455116,2.7244241060965297,0.393598350016271,4.3811771721737305,1.1803983727580801e-05,0.000156040011353631,rpsK,30S ribosomal subunit protein S11,eco03010  Ribosome
b0114,96819.0140147108,2.71593168386344,0.5557066910683609,3.08783700366198,0.00201619022959582,0.0126099216490696,aceE,pyruvate dehydrogenase E1 component,"eco00010  Glycolysis / Gluconeogenesis, eco00020  Citrate cycle (TCA cycle), eco00620  Pyruvate metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments, eco01130  Biosynthesis of antibiotics, eco01200  Carbon metabolism"
b1630,791.919522447651,2.6946522237468304,0.49206888550575106,3.44393289977085,0.000573317968256498,0.00433445669970805,rsxD,SoxR [2Fe-2S] reducing system protein RsxD,
b0033,5557.6869388735495,2.6902514875039705,0.529625894224532,3.1914064360066896,0.00141581959285154,0.00938370298433981,carB,carbamoyl phosphate synthetase subunit beta,"eco00240  Pyrimidine metabolism, eco00250  Alanine, aspartate and glutamate metabolism, eco01100  Metabolic pathways"
b2365,803.055470227948,2.6868226035073706,0.528898498380416,3.18931252153812,0.00142611609321405,0.00941441859138446,dsdX,D-serine transporter,
b0059,8772.550343108871,2.6821597738799703,0.532398997581922,3.15958478795057,0.00157994121744576,0.0102237486522458,rapA,RNA polymerase-binding ATPase and RNAP recycling factor,
b3740,1375.4301023890698,2.66837711834465,0.34051886909712104,4.899514446198889,9.607378662209309e-07,1.7005060232110502e-05,rsmG,16S rRNA m(7)G527 methyltransferase,
b1605,793.323680138029,2.66152258719382,0.42171919917232,3.9398789299960204,8.1522740498379e-05,0.0008050487533865571,ydgI,putative arginine:ornithine antiporter,
b3741,12968.4649988849,2.65899951286323,0.5076517880205821,3.26798713608779,0.00108315288612598,0.0075972191942962,mnmG,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,
b0661,5995.874986711479,2.65372337923564,0.536352398176805,3.08327768246597,0.00204734019079675,0.0127545478967027,miaB,isopentenyl-adenosine A37 tRNA methylthiolase,
b0170,84531.762742343,2.64951288377524,0.583174128937474,2.82850833383264,0.00467654834679002,0.0265004406318101,tsf,protein chain elongation factor EF-Ts,
b0873,522.042005668995,2.63432494779066,0.5463757775961501,2.99121047236224,0.00277873899428745,0.0164915692974575,hcp,protein S-nitrosylase,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways"
b3175,10008.8301402933,2.62723149533559,0.388553793923475,4.18791817448082,2.8152497412481e-05,0.000333507341394312,secG,Sec translocon subunit SecG,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b3185,9029.23484929715,2.62418494015265,0.4506951855959771,3.60373261588075,0.000313679755075421,0.0025509794135728197,rpmA,50S ribosomal subunit protein L27,eco03010  Ribosome
b1907,1177.66226579111,2.6189422050641604,0.57566175130966,2.81231504678047,0.00491863013489676,0.0276638468708493,tyrP,tyrosine:H(+) symporter,
b3739,4639.233914911761,2.60975039237723,0.4020638715432379,4.00371808140466,6.23546663807532e-05,0.000649222114670195,atpI,ATP synthase accessory factor,
b0833,984.016875188542,2.60931268729871,0.453390194661127,3.5495092444633403,0.00038594991394059504,0.00305611392380856,pdeI,putative c-di-GMP phosphodiesterase PdeI,
b3309,97209.69455784699,2.60862907789466,0.5764965472149101,2.7903533605986803,0.00526505441492364,0.0293380532120467,rplX,50S ribosomal subunit protein L24,eco03010  Ribosome
b0477,3831.09208130385,2.60707412441971,0.533314802654225,3.01336868285214,0.00258364828805484,0.0154249954340417,gsk,inosine/guanosine kinase,"eco00230  Purine metabolism, eco01100  Metabolic pathways"
b0121,9777.74899361103,2.6069094510909103,0.584938821164749,2.74714105637779,0.00601172729922133,0.0324180778554785,speE,spermidine synthase,"eco00270  Cysteine and methionine metabolism, eco00330  Arginine and proline metabolism, eco00410  beta-Alanine metabolism, eco00480  Glutathione metabolism, eco01100  Metabolic pathways"
b0434,2301.38931135424,2.60567508026907,0.224438348994152,7.1541921755577995,8.41670866852938e-13,7.67450799503179e-11,yajG,putative lipoprotein YajG,
b0411,6188.550667976469,2.60347380721179,0.542265640327589,2.9569895047068,0.00310658691879429,0.0182216764886004,tsx,nucleoside-specific channel-forming protein Tsx,
b0606,40171.833127254504,2.5985435449736802,0.5283247347117539,3.02568371296457,0.00248071650500852,0.0149889075573707,ahpF,"alkyl hydroperoxide reductase, AhpF component",
b3612,8085.964177383101,2.58450255536919,0.315902589417385,5.0157947685438895,5.281468277026499e-07,1.0252863255208198e-05,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase","eco00010  Glycolysis / Gluconeogenesis, eco00260  Glycine, serine and threonine metabolism, eco00680  Methane metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments, eco01130  Biosynthesis of antibiotics, eco01200  Carbon metabolism, eco01230  Biosynthesis of amino acids"
b3308,81362.8312052831,2.5748103180799102,0.495414831205063,3.1787710397149302,0.0014790086872422301,0.00973815566720323,rplE,50S ribosomal subunit protein L5,eco03010  Ribosome
b0401,2692.3735657975603,2.56779894595335,0.459628564322565,3.41101286484249,0.000647220376811447,0.004832471746465621,brnQ,branched chain amino acid transporter BrnQ,
b3342,37861.5656429067,2.56763428728047,0.60028642835,2.61147714365191,0.00901520139059855,0.0462125059357939,rpsL,30S ribosomal subunit protein S12,eco03010  Ribosome
b3318,49518.7250266507,2.5553434581000496,0.5980748286466229,2.60058337786865,0.00930654005396778,0.0473830440311151,rplW,50S ribosomal subunit protein L23,eco03010  Ribosome
b3367,488.243350540927,2.50731173895761,0.4536884438717271,3.3223498621529197,0.000892626943007694,0.00642563270696208,nirC,nitrite transporter NirC,
b3640,1975.6486774888501,2.5067988106906403,0.271345369250557,5.55306624488322,2.8070163623954904e-08,7.8937497518206e-07,dut,deoxyuridine triphosphatase,"eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
b3295,180238.723254073,2.50193069622071,0.434830193815845,3.45406256874791,0.0005522092432234559,0.00419595356782671,rpoA,RNA polymerase subunit alpha,eco03020  RNA polymerase
b3180,2827.87881059591,2.5002619265092205,0.402361626623281,3.72864067356471,0.000192515430783483,0.0016645946299640802,yhbY,ribosome assembly factor YhbY,
b1088,36132.1093135706,2.4900112361514304,0.45326329907023,3.28729733734865,0.0010115396802763698,0.007161700936356709,yceD,DUF177 domain-containing protein YceD,
b1835,1537.05198871186,2.48392706753589,0.268268155162099,5.531506587650111,3.17491937123506e-08,8.68484762549662e-07,rsmF,16S rRNA m(5)C1407 methyltransferase,
b3635,2209.30888205788,2.48382640599711,0.523176066017764,2.8361893870480097,0.00456553639933263,0.0259691853035764,mutM,DNA-formamidopyrimidine glycosylase,eco03410  Base excision repair
b1203,10402.4410769247,2.48172736985265,0.36899106859971204,4.015618522897229,5.929009276154821e-05,0.000621616338395466,ychF,redox-responsive ATPase YchF,
b2813,2816.5500316879497,2.47231972656701,0.35264090929334996,4.1751245750737205,2.97823031763497e-05,0.000350058399443892,mltA,membrane-bound lytic murein transglycosylase A,
b1123,6494.87116821148,2.46580441689113,0.380374230262659,3.8535849704617204,0.000116400841469103,0.00107110132104138,potD,spermidine preferential ABC transporter periplasmic binding protein,eco02010  ABC transporters
b2748,2748.51806934522,2.4554919201930203,0.295268653951264,4.92938177051892,8.249023798868279e-07,1.48630614435896e-05,ftsB,cell division protein FtsB,
b2193,879.4133333866009,2.4437903494874997,0.5066621157218111,2.84961181167181,0.00437726171803106,0.0250402671284324,narP,DNA-binding transcriptional dual regulator NarP,eco02020  Two-component system
b1876,8359.91444709693,2.43838396011069,0.33939953585845895,4.23802571347814,2.2549394834490197e-05,0.00027581759779260603,argS,arginine--tRNA ligase,eco00970  Aminoacyl-tRNA biosynthesis
b2996,1369.8372093714,2.41209433656879,0.424916598518909,3.32322705559349,0.0008898245465275461,0.00642082028897215,hybA,hydrogenase 2 iron-sulfur protein,
b2081,5534.934624408421,2.4065352792099,0.521381252276463,2.6977097336520295,0.00698182888654712,0.036856707227404,yegQ,putative peptidase YegQ,
b3396,2245.5524996974104,2.4052035324995096,0.336922174117686,4.1707065917504,3.0365662685958698e-05,0.00035552637751770297,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,"eco00550  Peptidoglycan biosynthesis, eco01100  Metabolic pathways, eco01501  beta-Lactam resistance"
b2812,1835.9677129958102,2.36662213624883,0.442424805027401,3.0889365169391696,0.0020087435698735,0.0126099216490696,tcdA,tRNA threonylcarbamoyladenosine dehydratase,
b1750,123.37288688254101,2.36328089917435,0.49344969184145504,2.76275559943478,0.0057315665755266,0.0313568796831992,ydjX,DedA family protein YdjX,
b0948,6297.22590383832,2.33323282720898,0.32566226477098303,4.0939125328092905,4.2415437289624703e-05,0.000469220775016474,rlmL,fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase,
b0125,4492.89414912215,2.33108370411979,0.256777068383305,5.18381065918553,2.1739763794335698e-07,4.7402137142866795e-06,hpt,hypoxanthine phosphoribosyltransferase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b1705,674.027264976968,2.32723575267282,0.353507662457195,3.7544752027363097,0.000173705039921309,0.00153278142264873,ydiE,PF10636 family protein YdiE,
b1344,2901.3176191781604,2.32313156362542,0.48965666953115294,2.7021618328865404,0.00688902224301734,0.0364948379035901,ttcA,tRNA cytosine(32) 2-sulfurtransferase TtcA,
b3930,935.1878842822,2.3177154706551804,0.33700527757469495,3.91007369421125,9.226796698100379e-05,0.0008813787703042551,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase","eco00130  Ubiquinone and other terpenoid-quinone biosynthesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b0402,1470.5048748983,2.31384429332783,0.410291541130699,3.2022212539578097,0.00136372210641728,0.00906403235893523,proY,putative transporter ProY,
b0960,923.733248593416,2.31056710748353,0.36047197592624397,3.6356976270235197,0.00027722936331589504,0.00231075665988235,yccS,putative transporter YccS,
b3589,97.4468711261887,2.30908283952483,0.400174190120757,3.2712825360621,0.0010706089185427599,0.0075616168836277,yiaY,L-threonine dehydrogenase,"eco00010  Glycolysis / Gluconeogenesis, eco00071  Fatty acid degradation, eco00350  Tyrosine metabolism, eco00625  Chloroalkane and chloroalkene degradation, eco00626  Naphthalene degradation, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments, eco01130  Biosynthesis of antibiotics, eco01220  Degradation of aromatic compounds"
b1435,2631.91241370918,2.30779728754396,0.38444708477516204,3.4017614889934804,0.000669530426173097,0.00498667587216547,rlhA,23S rRNA 5-hydroxycytidine C2501 synthase,
b3296,328478.871992889,2.30311822100847,0.39843717538750106,3.27057388593601,0.00107329500449877,0.0075616168836277,rpsD,30S ribosomal subunit protein S4,eco03010  Ribosome
b0914,4964.30988536955,2.3002048252249705,0.423952384266098,3.06686522703664,0.00216316365012957,0.0132835906596732,msbA,ATP-binding lipopolysaccharide transport protein,eco02010  ABC transporters
b3871,20782.3808140499,2.26959150291438,0.46095585575585796,2.75425832443879,0.00588253172382702,0.0319504295252626,bipA,"ribosome-dependent GTPase, ribosome assembly factor",
b3031,1770.8947940525,2.2682262105542703,0.36327860452403204,3.4910567117375497,0.00048111411729939805,0.0037024869026953604,yqiA,esterase YqiA,
b2174,808.881847053918,2.25129286007279,0.40285590754380396,3.1060556309124703,0.00189601041990778,0.0119854944401313,lpxT,Kdo2-lipid A phosphotransferase,eco00540  Lipopolysaccharide biosynthesis
b1124,1411.06339796672,2.2359469391734503,0.34163515765037,3.6177393090154903,0.000297187505891225,0.00243661363821988,potC,spermidine preferential ABC transporter membrane subunit PotC,eco02010  ABC transporters
b2066,2211.63059290556,2.21681379721071,0.25406028878674003,4.78946868486051,1.6722349102856899e-06,2.7495928115025396e-05,udk,uridine/cytidine kinase,"eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
b3299,15782.904137412801,2.20502144588775,0.45318628442542896,2.65899804848581,0.0078373416961406,0.0405896061337127,rpmJ,50S ribosomal subunit protein L36,eco03010  Ribosome
b4147,4790.45063769791,2.20186491415659,0.38188374529603397,3.14720102376944,0.0016484158905264099,0.0105533689672212,efp,protein chain elongation factor EF-P,
b0636,568.072261949755,2.1939477813497,0.457694170613713,2.60861478691931,0.0090909516037279,0.0465215533598933,rlmH,23S rRNA m(3)psi1915 methyltransferase,
b3667,494.14228529507403,2.19083330966844,0.419534891534392,2.83846071851885,0.0045331698673681895,0.025833916914604,uhpC,inner membrane protein sensing glucose-6-phosphate,eco02020  Two-component system
b3614,1504.60693589903,2.18505444331241,0.365233160034654,3.24465183610373,0.00117594305953962,0.00811562538108882,yibQ,divergent polysaccharide deacetylase domain-containing protein YibQ,
b0868,1559.96983156947,2.18494421506082,0.328764206691926,3.6042372951237702,0.000313070928572313,0.0025509794135728197,ybjS,putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,
b0143,6459.38694625845,2.18437276855249,0.37294616637160205,3.17572045337072,0.00149464906678231,0.00979825499335068,pcnB,poly(A) polymerase I,eco03018  RNA degradation
b1211,4311.405862136379,2.18229469329072,0.363391782743774,3.2534987014947,0.0011399324630189,0.0079033566387647,prfA,peptide chain release factor RF1,
b2211,1859.16112336727,2.18001236373713,0.39779797957715995,2.96636087742684,0.00301346663956128,0.0177100021844529,yojI,ABC transporter family protein/microcin J25 efflux protein,eco02010  ABC transporters
b0766,886.9355361681401,2.17753640102748,0.276725824165529,4.2552457999839906,2.08819485689088e-05,0.000256464421403456,ybhA,"pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",
b1288,4681.92765794584,2.16399336353016,0.324441336892639,3.5876851411056103,0.00033362682485683703,0.00268417945453001,fabI,enoyl-[acyl-carrier-protein] reductase,"eco00061  Fatty acid biosynthesis, eco00780  Biotin metabolism, eco01100  Metabolic pathways, eco01130  Biosynthesis of antibiotics, eco01212  Fatty acid metabolism"
b1254,1669.1515585128197,2.1594183176808603,0.34470811246822497,3.36347847858594,0.00076966837108114,0.00563487135908309,yciB,inner membrane protein,
b2400,22284.302239390698,2.14905941395767,0.428029697992616,2.6845319830529397,0.00726314336961473,0.0381410094226365,gltX,glutamate--tRNA ligase,"eco00860  Porphyrin and chlorophyll metabolism, eco00970  Aminoacyl-tRNA biosynthesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments"
b1812,1128.8422482229,2.14216232828263,0.37393870304539206,3.05441057312537,0.00225503233234907,0.013735611919106001,pabB,aminodeoxychorismate synthase subunit 1,eco00790  Folate biosynthesis
b2832,636.550007343138,2.13265698377576,0.38172343450329604,2.96721888518473,0.0030050694176354397,0.0176952130678377,ygdQ,UPF0053 inner membrane protein YgdQ,
b1091,6713.17483818058,2.1314825241986,0.362856198396995,3.1182670413160896,0.00181917892902637,0.0115727471404658,fabH,beta-ketoacyl-[acyl carrier protein] synthase III,"eco00061  Fatty acid biosynthesis, eco01100  Metabolic pathways, eco01212  Fatty acid metabolism"
b2949,624.811548814847,2.12181674174535,0.260060202389603,4.31368095324606,1.60558607084112e-05,0.000208241745136248,yqgF,ribonuclease H-like domain containing nuclease,
b0949,6056.886316648871,2.10141303529025,0.353692097673155,3.11404479358217,0.0018454147101337603,0.0117148794573681,uup,ATP-binding protein with possible role in replication,
b0415,5009.19607123252,2.09433640974315,0.329747992058216,3.31870530253282,0.000904358158774762,0.0064945434361653,ribE,"6,7-dimethyl-8-ribityllumazine synthase","eco00740  Riboflavin metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b1628,668.7447471806939,2.0935873121298,0.40863620835167797,2.6761879876994303,0.00744648645877167,0.038967787399033,rsxB,SoxR [2Fe-2S] reducing system protein RsxB,
b2952,648.6930130326281,2.06484518101044,0.309314186787466,3.44260052236825,0.000576149695262017,0.00434494845374288,yggT,uncharacterized protein YggT,
b1714,9341.37628667295,2.05649899701658,0.394118691196704,2.6806619950163397,0.00734766909293075,0.0385176590603286,pheS,phenylalanine--tRNA ligase subunit alpha,eco00970  Aminoacyl-tRNA biosynthesis
b1749,2255.97443531219,2.03840446823129,0.263122690663517,3.94646491951244,7.931353621496829e-05,0.000792871862029367,xthA,exodeoxyribonuclease III,eco03410  Base excision repair
b3189,5882.643739653511,2.03834353943279,0.322127336183922,3.2233946728443397,0.00126680877241719,0.00852995022842411,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,"eco00520  Amino sugar and nucleotide sugar metabolism, eco00550  Peptidoglycan biosynthesis, eco01100  Metabolic pathways"
b3250,1193.5126898036501,2.02621531002942,0.373234420544443,2.7495194803642797,0.00596827151716083,0.03224152422825299,mreC,cell shape determining protein MreC,
b2569,8548.759936652421,1.98939427301759,0.359629948298883,2.7511453862438704,0.00593872796475458,0.0321975359386424,lepA,elongation factor 4,
b1094,56651.2074320296,1.98101662223678,0.30125120742327305,3.2564736607292795,0.00112805396019292,0.00783906320143305,acpP,acyl carrier protein,"eco01100  Metabolic pathways, eco01130  Biosynthesis of antibiotics"
b0406,11464.7993992155,1.96169719225391,0.31214874986283303,3.08089394135491,0.00206380146511878,0.0128040796052421,tgt,tRNA-guanine transglycosylase,
b0408,11333.8497260907,1.9542825442676002,0.327703608170177,2.91202940851367,0.00359088825750998,0.0207389304546018,secD,Sec translocon accessory complex subunit SecD,"eco03060  Protein export, eco03070  Bacterial secretion system"
b1054,1265.6142093057301,1.87534603887147,0.273371266985457,3.2020411235027004,0.00136457516071707,0.00906403235893523,lpxL,lauroyl acyltransferase,"eco00540  Lipopolysaccharide biosynthesis, eco01100  Metabolic pathways"
b2953,475.2710806876099,1.87507681050815,0.32221225399387604,2.71583963571039,0.00661079307102068,0.0352068607977013,yggU,conserved protein YggU,
b2566,4822.67694192862,1.86920961468457,0.31477318745771604,2.76138390853679,0.00575569749524376,0.0314317491164945,era,30S ribosomal subunit maturation GTPase Era,
b3981,14907.3338195372,1.8656909773925598,0.317069486357063,2.73028788527975,0.0063279039926222,0.0339378586727097,secE,Sec translocon subunit SecE,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b0859,1347.33465531557,1.86184241266245,0.30558114426053495,2.82033897984116,0.00479729428656284,0.0270871670532592,rlmC,23S rRNA m(5)U747 methyltransferase,
b0632,5324.20889154959,1.8570717464468798,0.266852238121777,3.21178399131791,0.00131913519216463,0.00882061731827413,dacA,D-alanyl-D-alanine carboxypeptidase DacA,"eco00550  Peptidoglycan biosynthesis, eco01100  Metabolic pathways"
b4022,1123.41584861547,1.8304338804070401,0.31124766721878805,2.66808065688505,0.0076285942034564095,0.0396449740210714,rluF,23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase,
b0407,5957.52563213612,1.7609140096313198,0.29050657766236404,2.61926602748279,0.00881191983511189,0.0452475542386547,yajC,Sec translocon accessory complex subunit YajC,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b0175,5349.63120545149,1.74962041874079,0.254415643185653,2.9464399647539596,0.00321454812986095,0.0187816996558283,cdsA,CDP-diglyceride synthetase,"eco00564  Glycerophospholipid metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b1804,2391.81646904115,1.72929236052782,0.27975330276681104,2.60691242360675,0.0091362724262766,0.0466740980147136,rnd,RNase D,
b2791,732.2581076171989,1.6796680725974398,0.222412390760714,3.05589122203478,0.00224392648644051,0.0136956892448265,truC,tRNA pseudouridine(65) synthase,
b0076,285.69579761755796,-2.01271665889406,0.35908301545700794,-2.82028560333094,0.00479809240258796,0.0270871670532592,leuO,DNA-binding transcriptional dual regulator LeuO,
b3430,5272.1541988011895,-2.04032762485128,0.374571967337308,-2.7773771546402095,0.00547995505141216,0.0301999720690461,glgC,glucose-1-phosphate adenylyltransferase,"eco00500  Starch and sucrose metabolism, eco00520  Amino sugar and nucleotide sugar metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco02026  Biofilm formation - Escherichia coli"
b1976,3151.5658779174396,-2.0497072083116104,0.39328628358914397,-2.66906640814409,0.0076062409786795205,0.0395971956831257,mtfA,Mlc titration factor,
b2922,6113.67990534245,-2.07151188128229,0.38171586345918895,-2.8070928768116303,0.00499908260707264,0.0280638797848537,yggE,uncharacterized protein YggE,
b0454,201.97545796028098,-2.09493428245167,0.348826684432884,-3.13890631455502,0.00169579654743599,0.0108107029899044,atl,DNA base-flipping protein,
b1598,849.2249487662959,-2.10209591268099,0.39656638990511,-2.77909560854287,0.0054510478412723795,0.0301916026230538,ydgD,putative serine protease YdgD,
b0710,4048.0656058724703,-2.11028192061523,0.296558974204315,-3.7438823882978998,0.00018119849539083,0.0015895809697697,ybgI,radiation resistance protein YbgI,
b1529,815.7464282403661,-2.12672593265823,0.355229043827459,-3.17182942171108,0.0015148195498875,0.00988740135707482,marC,inner membrane protein MarC,
b2147,1094.59692461983,-2.17790301706443,0.372993070756896,-3.1579756017294707,0.0015886885371491199,0.0102363250712671,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,"eco00240  Pyrimidine metabolism, eco00410  beta-Alanine metabolism, eco00770  Pantothenate and CoA biosynthesis, eco01100  Metabolic pathways"
b3253,2144.71778170625,-2.18925484390129,0.402666692581509,-2.9534472699416603,0.00314246289656162,0.0183962468010776,yhdH,acrylyl-CoA reductase,"eco00640  Propanoate metabolism, eco01100  Metabolic pathways"
b3068,1333.76321263245,-2.21686628932854,0.405585823897324,-3.0002682974358397,0.00269741891296213,0.0160723435823823,mug,stationary phase mismatch/uracil DNA glycosylase,eco03410  Base excision repair
b1778,5171.82667159441,-2.31743324838367,0.43272420739947104,-3.0445101657265896,0.00233059553716727,0.0141671959016895,msrB,methionine sulfoxide reductase B,
b3110,5571.31665906579,-2.3487508212565,0.42578223497651396,-3.16770102287356,0.0015364944347416901,0.00998555454457394,cyuP,putative D/L-serine transporter,
b1706,2835.17793814291,-2.35094557108664,0.285839384246525,-4.72624013883793,2.28715154607653e-06,3.6606590436937604e-05,ydiU,UPF0061 family protein YdiU,
b0457,1494.15741294496,-2.35173651292225,0.492301693380375,-2.7457482496974506,0.00603730718280071,0.0324977769464174,pdeB,c-di-GMP phosphodiesterase PdeB,
b3405,2988.62287827424,-2.35232519702437,0.429883972732303,-3.14579115017737,0.0016563823957097,0.0105818569611263,ompR,DNA-binding transcriptional dual regulator OmpR,"eco02020  Two-component system, eco02026  Biofilm formation - Escherichia coli"
b1448,1010.79712983666,-2.36112677361835,0.36469083921548606,-3.7322757449745,0.000189757610630603,0.00164547737863829,mnaT,L-amino acid N-acyltransferase,"eco00440  Phosphonate and phosphinate metabolism, eco01130  Biosynthesis of antibiotics"
b2440,263.629203118995,-2.3616294984082797,0.492058670697472,-2.76720964286277,0.00565383844044362,0.0310956200257389,eutC,ethanolamine ammonia-lyase subunit beta,"eco00564  Glycerophospholipid metabolism, eco01100  Metabolic pathways"
b3945,2445.92638593216,-2.36519028889037,0.361220460633427,-3.77938250368322,0.000157217757664627,0.00139961015625107,gldA,"L-1,2-propanediol dehydrogenase/glycerol dehydrogenase","eco00561  Glycerolipid metabolism, eco00640  Propanoate metabolism, eco01100  Metabolic pathways"
b3351,530.998855400101,-2.3710031968018903,0.326932741569472,-4.19353286617992,2.7464326348326e-05,0.000326640940640763,kefG,protein required for KefB activity,
b3233,9953.81918335617,-2.3773914270880803,0.361187098208111,-3.81351225977193,0.000137005725915356,0.00122693520618841,yhcB,conserved protein YhcB,
